2026-04-13 15:34:34.548 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:17:28.490 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:17:28.498 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:18:34.389 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:18:34.397 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:19:40.433 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:19:40.441 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:20:46.569 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:20:46.577 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:21:52.381 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:21:52.389 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:22:58.353 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:22:58.361 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:24:04.348 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:24:04.356 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:25:10.462 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:25:10.470 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:26:16.303 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:26:16.311 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:27:22.378 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:27:22.387 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:28:28.387 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:28:28.395 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:29:34.431 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:29:34.440 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:30:40.318 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:30:40.326 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:31:46.411 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:31:46.419 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:32:52.431 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:32:52.439 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:33:58.348 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:33:58.356 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:35:04.457 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:35:04.465 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:36:10.301 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:36:10.309 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:37:16.540 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:37:16.549 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:38:22.472 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:38:22.480 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:39:28.436 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:39:28.444 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:40:34.436 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:40:34.445 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:41:40.348 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:41:40.356 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:42:46.349 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:42:46.357 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:43:52.532 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:43:52.540 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:44:58.512 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:44:58.520 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:46:04.336 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:46:04.344 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:47:10.314 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:47:10.322 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:48:16.342 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:48:16.350 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:49:22.475 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:49:22.483 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:50:28.433 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:50:28.441 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:51:34.336 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:51:34.344 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:52:40.461 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:52:40.469 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:53:46.454 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:53:46.461 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:54:52.453 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:54:52.461 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:55:58.401 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:55:58.409 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:57:04.496 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:57:04.504 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:58:10.391 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:58:10.399 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 16:59:16.535 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 16:59:16.543 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:00:22.518 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:00:22.526 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:01:28.476 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:01:28.484 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:02:34.515 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:02:34.524 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:03:40.499 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:03:40.507 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:04:46.443 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:04:46.452 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:05:52.425 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:05:52.433 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:06:58.357 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:06:58.366 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:08:04.475 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:08:04.483 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:09:10.369 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:09:10.377 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:10:16.582 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:10:16.590 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:11:22.365 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:11:22.373 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:12:28.444 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:12:28.452 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:13:34.498 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:13:34.506 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:14:40.384 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:14:40.393 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:15:46.490 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:15:46.498 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:16:52.354 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:16:52.362 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:17:58.358 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:17:58.366 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:19:04.395 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:19:04.403 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:20:10.420 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:20:10.428 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:21:16.411 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:21:16.419 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:22:22.452 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:22:22.460 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:23:28.489 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:23:28.497 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:24:34.419 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:24:34.427 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:25:40.440 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:25:40.448 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:26:46.462 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:26:46.470 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:27:52.513 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:27:52.522 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:28:58.440 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:28:58.448 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:30:04.393 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:30:04.401 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:31:10.317 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:31:10.325 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:32:16.373 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:32:16.381 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:33:22.369 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:33:22.377 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:34:28.390 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:34:28.398 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:35:34.351 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:35:34.359 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:36:40.455 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:36:40.463 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:37:46.498 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:37:46.506 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:38:52.444 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:38:52.453 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:39:58.502 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:39:58.511 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:41:04.427 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:41:04.435 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:42:10.379 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:42:10.387 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:43:16.388 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:43:16.396 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:44:22.415 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:44:22.423 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:45:28.471 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:45:28.479 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:46:34.434 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:46:34.442 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:47:40.397 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:47:40.405 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:48:46.344 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:48:46.352 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:49:52.367 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:49:52.375 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:50:58.477 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:50:58.485 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:52:04.337 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:52:04.346 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:53:10.499 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:53:10.507 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:54:16.414 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:54:16.422 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:55:22.482 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:55:22.490 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:56:28.449 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:56:28.457 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:57:34.430 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:57:34.438 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:58:40.372 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:58:40.379 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 17:59:46.445 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 17:59:46.453 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:00:52.381 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:00:52.389 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:01:58.481 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:01:58.489 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:03:04.439 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:03:04.447 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:04:10.415 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:04:10.423 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:05:16.608 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:05:16.617 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:06:22.428 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:06:22.436 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:07:28.383 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:07:28.391 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:08:34.523 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:08:34.531 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:09:40.466 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:09:40.474 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:10:46.337 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:10:46.345 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:11:52.472 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:11:52.480 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:12:58.553 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:12:58.561 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:14:04.469 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:14:04.477 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:15:10.498 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:15:10.506 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:16:16.337 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:16:16.345 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:17:22.391 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:17:22.399 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:18:28.431 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:18:28.439 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:19:34.446 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:19:34.454 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:20:40.389 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:20:40.397 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:21:46.534 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:21:46.542 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:22:52.386 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:22:52.394 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:23:58.616 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:23:58.624 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:25:04.559 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:25:04.567 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:26:10.370 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:26:10.378 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:27:16.451 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:27:16.459 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:28:22.571 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:28:22.579 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:29:28.390 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:29:28.399 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:30:34.473 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:30:34.481 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:31:40.510 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:31:40.518 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:32:46.439 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:32:46.447 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:33:52.433 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:33:52.441 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:34:58.405 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:34:58.413 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:36:04.520 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:36:04.528 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:37:10.372 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:37:10.380 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:38:16.404 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:38:16.412 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:39:22.327 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:39:22.335 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:40:28.386 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:40:28.394 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:41:34.434 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:41:34.443 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:42:40.358 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:42:40.366 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:43:46.524 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:43:46.533 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:44:52.395 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:44:52.404 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:45:58.338 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:45:58.346 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:47:04.361 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:47:04.369 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:48:10.485 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:48:10.493 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:49:16.362 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:49:16.369 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:50:22.587 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:50:22.595 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:51:28.426 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:51:28.434 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:52:34.476 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:52:34.484 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:53:40.612 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:53:40.623 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:54:46.488 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:54:46.496 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:55:52.476 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:55:52.485 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:56:58.540 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:56:58.548 | INFO     | app.main:main:38 | Starting polling...
2026-04-13 18:58:04.511 | INFO     | app.main:main:25 | Initializing bot...
2026-04-13 18:58:04.519 | INFO     | app.main:main:38 | Starting polling...
